id,address,city,state,zip
8485,33 Village Parkway,Circle Pines,MN,55014
8486,7700 Parkway Boulevard,Hudson,FL,34667
8487,788 Fairview Drive,Carson City,NV,89701
8488,14631 North Scottsdale Road,Scottsdale,AZ,85254
8489,655 Highway C,Moscow Mills,MO,63362
8490,9808 and 9868 Scranton Road,San Diego,CA,92121
8491,301 Tucker Lane,Cocoa,FL,32926
8492,416 North Citrus Road,Goodyear,AZ,85338
8493,715 West Harris Road,Arlington,TX,76001
8494,27577 Commerce Center Drive,Temecula,CA,92590
8495,247 West Dickson Avenue,San Antonio,TX,78214
8496,119 E. Casino Road,Everett,WA,98208
8497,1510-1540 Breezeport Way,Suffolk,VA,23435
8498,2150 North Josey Lane,Carrollton,TX,75006
8499,111 Coleman Boulevard,Pooler,GA,31408
8500,2721 Shattuck Avenue,Berkeley,CA,94705
8501,417 Comstock Avenue,Syracuse,NY,13210
8502,440 60th Street S.E.,Gaines Township,MI,49548
8503,121 Bearden Drive; 1096 Atlanta Road; 1101 Eastside Drive Southeast,Marietta,GA,30060
8504,21731 Ventura Boulevard,Woodland Hills,CA,91364
8505,850 Russell Avenue,Santa Rosa,CA,95403
8506,s/s NW 86th Str.,Oklahoma City,OK,73114
8507,525 East Midlothian Boulevard,Boardman Township,OH,44502
8508,26451 Camino De Vista,San Juan Capistrano,CA,92675
8509,3156-3160 Spring Street,Fairfax,VA,22031
8510,2888 Browns Bridge Road,Gainesville,GA,30502
8511,19-B Sheridan Park Circle,Bluffton,SC,29910
8512,7420 State Route 84,Davie,FL,33317
8513,345 West 58th Street and 30 West 60th Street,New York,NY,
8514,1880 Baltimore Reynoldsburg Road,Reynoldsburg,OH,43068
8515,2190 Memorial Drive,Clarksville,TN,37043
8516,2610 Marfitt Road,East Lansing,MI,48823
8517,6202 North Navarro Street,Victoria,TX,77904
8518,60 Troy Town Drive,Troy,OH,45373
8519,7115 & 7135 Bermuda Road,Las Vegas,NV,89119
8520,4100 West 34th Street,Houston,TX,77092
8521,2890 Hacienda Drive,Fayetteville,NC,28306
8522,420-426 South Alvarado Street,Los Angeles,CA,90057
8523,2301 Kent1132 &1430 Mesa 2520 Hagarty 1125 & 1135,Las Cruces,NM,88001
8524,27 NW Trinity Place,Portland,OR,97209
8525,63 Rocky Point Yaphank Road,Rocky Point,NY,11778
8526,150 East Houston Street,San Antonio,TX,78205
8527,2130 East Ledbetter Road,Dallas,TX,75216
8528,11801 High Tech Ave,Orlando,FL,32817
8529,505 Harris Trail Rd,Richmond Hill,GA,31324
8530,3614-3670 Rochester Road,Troy,MI,48083
8531,"1455 Broad Street and 200, 300, 400 Broadacres Drive",Bloomfield,NJ,07003
8532,24 Bellam Blvd.,San Rafael,CA,94901
8533,1125 Jupiter Park Drive,Jupiter,FL,33458
8534,620 Castle Road,Monroe,NC,28110
8535,400 North State College Boulevard,Orange,CA,92868
8536,2400 North Columbia Street,Milledgeville,GA,31061
8537,3730-3780 Sports Arena Boulevard & 4015-4065 Hancock Street,San Diego,CA,92110
8538,4102-10 Clark Avenue,Kansas City,MO,64111
8539,11950 North Bayshore Drive,North Miami,FL,33181
8540,11888 Old Hammond Highway,Baton Rouge,LA,70816
8541,165 Spooner Road,Quincy,FL,32351
8542,2152-2158 West Northwest Highway,Dallas,TX,75220
8543,500 Atlantic Avenue,Boston,MA,02210
8544,161 Venture Drive,Seaford,DE,19973
8545,2065 Hiline Road,Pocatello,ID,83201
8546,"1153, 1145, 1161 and 1129 North Fifth Street",Perkasie,PA,18944
8547,16 Hudson Street,New York,NY,10013
8548,13300 FM 620 North,Austin,TX,78717
8549,699 Kanawha Boulevard,Charleston,WV,25301
8550,223 Old Jackson Road & 3895 Beaseley Road,Madison,MS,39110
8551,900 East Golf Road,Cook,IL,60173
8552,201 East Berkley Avenue,Norfolk,VA,23523
8553,345 Saxony Road,Encinitas,CA,92024
8554,7507 Beach Boulevard,Jacksonville,FL,32216
8555,10350 NW 112th Avenue,Miami,FL,33178
8556,361-381 Forest Avenue,Laguna Beach,CA,92649
8557,5417 East 96th Place,Kansas City,MO,64137
8558,4421 and 4441 Six Forks Road,Raleigh,NC,27609
8559,2385 Cheltenham Avenue,Philadelphia,PA,19150
8560,149 Wilson Street,Middletown,PA,17057
8561,8228 Bronco Lane,San Antonio,TX,78227
8562,4101 Lake Boone Trail,Raleigh,NC,27607
8563,701 Woodlake Drive,Chesapeake,VA,23320
8564,1351 Baseline Road,Roseville,CA,95747
8565,26235 West Warren Street,Dearborn Heights,MI,48127
8566,3511 Victory Boulevard,Staten Island,NY,10314
8567,1060 South Main Street,Brigham City,UT,84302
8568,7325 N Keystone Ave,Indianapolis,IN,46240
8569,551 W Columbia Lane,Provo,UT,84604
8570,5010-5090 West Olive Avenue & 9007-9029 North 51st Avenue,Glendale,AZ,85302
8571,400 North 48th Street,Lincoln,NE,68504
8572,1426 Fillmore Street,San Francisco,CA,94115
8573,974 Veteran's Way,Redmond,OR,97756
8574,2010 Abbey Road,Norfolk,VA,23518
8575,4101 East Plano Parkway,Plano,TX,75074
8576,Clark Street,Cazenovia,NY,13035
8577,30 Federal Street,Boston,MA,02110
8578,1825 Heather Square,Rock Hill,SC,29732
8579,1200 US Highway 1,Big Coppitt Key,FL,33040
8580,6000 Quebec Street,Fort Worth,TX,76135
8581,4075 Cherokee Street Northwest,Kennesaw,GA,30144
8582,3094 Autumnwood Avenue,Memphis,TN,38115
8583,2110 Southeast J Street,Bentonville,AR,72712
8584,100 and 200 Hannover Park Road,Atlanta,GA,30350
8585,215-217 West Church Road,King of Prussia,PA,19406
8586,2891 Springdale Road,Atlanta,GA,30315
8587,8936 Calumet Avenue,Munster,IN,46321
8588,1 & 51-99 Roebling Court,Ronkonkoma,NY,11779
8589,5101 O'Bannon Drive,Las Vegas,NV,89146
8590,15894 19 Mile Road,Clinton Township,MI,48038
8591,9787 Charlotte Highway,Fort Mill,SC,29707
8592,4100-20 West Valley Boulevard,Pomona,CA,91789
8593,2455 & 2457 Ashley River Road,Charleston,SC,29414
8594,21 North Chatsworth Avenue,Larchmont,NY,10538
8595,6 Corporate Drive,Cranbury,NJ,08512
8596,3773 Howard Hughes Parkway,Las Vegas,NV,89109
8597,28345 Beck Road,Wixom,MI,48393
8598,1145 Broadway,Tacoma,WA,98402
8599,303-D Pebble Lane,Aiken,SC,29801
8600,3440 East Baseline Road,Mesa,AZ,85204
8601,701-707 Old Liverpool Road,Salina,NY,13088
8602,621 Memorial Drive,Red Bank,TN,37415
8603,338 Asylum Street,Hartford,CT,06103
8604,2233 Nostrand Avenue,Brooklyn,NY,11210
8605,355 Oro Dam Boulevard,Oroville,CA,95965
8606,32270 Telegraph Road,Bingham Farms,MI,48025
8607,43-01 21st Street,Long Island City,NY,11101
8608,103 West Commonwealth Boulevard,Martinsville,VA,24112
8609,8901 Page Avenue,Overland,MO,63114
8610,666 Fifth Avenue,New York,NY,10103
8611,4201 Valley Forge Road,Mt. Vernon,IL,62864
8612,133 Federal Street,Boston,MA,02110
8613,1223 St. Andrews Road,Columbia,SC,29210
8614,12001 Euclid Street,Garden Grove,CA,92840
8615,701 North Battlefield Boulevard,Chesapeake,VA,23320
8616,801-835 N. Tyndall Pkwy.,Callaway,FL,32401
8617,474 South Hunt Club  Boulevard,Altamonte Springs,FL,32703
8618,9151 N. 1200 West Road,Demotte,IN,46310
8619,3351 Turner Plaza Drive,Abilene,TX,79606
8620,551 Marshall Phelps Road,Windsor,CT,06095
8621,3435 Ocean Park Boulevard,Santa Monica,CA,90405
8622,3630 North Rancho Drive,Las Vegas,NV,89130
8623,17200 Royalton Road,Strongsville,OH,44136
8624,6550 First Park Ten,San Antonio,TX,78213
8625,2640 El Centro Road,Sacramento,CA,95833
8626,3304 Coit Road,Plano,TX,75023
8627,5200 US Highway 29 Business,Reidsville,NC,27320
8628,5800 Jefferson Highway,Elmwood,LA,70123
8629,800 N. Union Road,Englewood,OH,45322
8630,2-26 Purchase Street,Rye,NY,10580
8631,275 Perry Parkway,Perry,GA,31069
8632,3524 East Avenue R,Palmdale,CA,93550
8633,895 Spartan Boulevard,Spartanburg,SC,29301
8634,1500 NC Highway 39,Zebulon,NC,27597
8635,1715 Old Spanish Trail,Houston,TX,77054
8636,175 East 79th Street,New York,NY,10021
8637,1523 E McDowell Road,Phoenix,AZ,85006
8638,1625 South Arizona Avenue,Chandler,AZ,85248
8639,5950 State Bridge Road,Johns Creek,GA,30097
8640,5600 Northwest Central Drive,Houston,TX,77092
8641,4400 Connecticut Avenue,Washington,DC,20008
8642,240 Sparta Road,North Wilkesboro,NC,28659
8643,1870-1894 Stickney Point Road,Sarasota,FL,34231
8644,3380 Swenson Street,Las Vegas,NV,89169
8645,96280 David Hallman Parkway,Yulee,FL,32097
8646,14301-14459 North Dale Mabry Highway,Tampa,FL,33618
8647,2901-3001 West Commercial Boulevard,Fort Lauderdale,FL,33309
8648,250 & 300 South Edwards Boulevard,Lake Geneva,WI,53147
8649,12757 Coursey Boulevard,Baton Rouge,LA,70816
8650,4025 Hammond Avenue,Waterloo,IA,50702
8651,5555 West Loop South,Bellaire,TX,77401
8652,5748 Baltimore National Pike,Catonsville,MD,21228
8653,60 Compton Lane,Richland,WA,99352
8654,1503 & 1431 Sherwood Forest,Houston,TX,77043
8655,149 High street,Somersworth,NH,03878
8656,5601 Locke Avenue,Fort Worth,TX,76107
8657,6001 Randolph Road,San Antonio,TX,78233
8658,333 Laurel Street,Baton Rouge,LA,70801
8659,2833 E. Pikes Peak Ave,Colorado Springs,CO,80909
8660,"1930, 1940, 1960 Newbury Road",Newbury Park,CA,91320
8661,457 State Route 146,Guilderland Center,NY,12085
8662,4951 Stelton Road,South Plainfield,NJ,07080
8663,1555-1559 Scott Road,Burbank,CA,91504
8664,1350-1358 Dorchester Avenue,Dorchester,MA,02122
8665,3613-3623 Eastham Drive & 8437-8445 Warner Drive,Los Angeles,CA,90232
8666,"36-44, 48, 81, 83, and 96 RHL Boulevard",South Charleston,WV,25309
8667,605 Selig Drive Southwest,Atlanta,GA,30336
8668,2641 Bailey Road,Amelia Island,FL,32034
8669,1565 North Dixie Highway,Monroe,MI,48162
8670,1541 Bulldog Lane,Fresno,CA,93710
8671,7380 South Eastern Blvd,Las Vegas,NV,89123
8672,6421 North Davis Highway,Pensacola,FL,32504
8673,4440 Roanoke Parkway,Kansas City,MO,64111
8674,1201 & 1235 Radio Road,Redwood Shores,CA,94063
8675,1051 South Falkenburg Road,Tampa,FL,33619
8676,920 South Washington Avenue,Lansing,MI,48910
8677,2501 Texas Avenue South,College Station,TX,77840
8678,12300 & 12301 Osborne Place,Pacoima,CA,91331
8679,3100 Camino Del Rio Court,Bakersfield,CA,93308
8680,4883 Douglas Corrigan Way,Salt Lake City,UT,84116
8681,13653 Lee Jackson Memorial Highway,Chantilly,VA,20151
8682,2236 Plaster Road,Atlanta,GA,30345
8683,560 Scott Avenue,Farmington,NM,87401
8684,2000-2004 Sproul Road,Broomall,PA,19008
8685,4600 South Medford Drive,Lufkin,TX,75901
8686,4540 Mission  Bay Drive,San Diego,CA,92109
8687,1756 South Clyde Morris Boulevard,Daytona,FL,32119
8688,9999 Walnut Street,Dallas,TX,75243
8689,749 Citadel Road,Orangeburg,SC,29118
8690,810 Bienville Street,New Orleans,LA,70112
8691,525 South Flagler Drive,West Palm Beach,FL,33401
8692,3747 Moss St.,Lafayette,LA,70507
8693,2209 Niagara Street,Buffalo,NY,14207
8694,4801 Sheboygan Avenue,Madison,WI,53705
8695,203-205 Hull Street,Richmond,VA,23224
8696,521-525 East Cooper Avenue,Aspen,CO,81611
8697,3071 Williams Road,Columbus,GA,31909
8698,1611 South Galena Street,Denver,CO,80231
8699,2100 NE 162nd St,North Miami Beach,FL,33162
8700,5955 Edinburgh Street,Canton,MI,48187
8701,1440 West Indiantown Road,Jupiter,FL,33458
8702,704 West Jefferson,Dallas,TX,75208
8703,1790 Presidential Circle & 1608 Tree Lane,Snellville,GA,30078
8704,1955 West New Haven Avenue,Melbourne,FL,32904
8705,1900 Artesia Boulevard,Torrance,CA,90504
8706,"13540, 13550 and 13598 Minnieville Road",Woodbridge,VA,22192
8707,458 Virginia Avenue,Tifton,GA,31794
8708,81 Gallahad Way,Bozeman,MT,59718
8709,7900-7975 Sunrise Blvd. & 6302-6434 Greenback Lane,Citrus Heights,CA,95610
8710,1040-1090 State Route 35,Middletown,NJ,07748
8711,80 West 40th Street,New York,NY,10018
8712,1225 South State College Boulevard,Anaheim,CA,92806
8713,2490 South Woodworth Loop,Palmer,AK,99645
8714,14560 Lee Road,Chantilly,VA,20151
8715,"735, 747 & 795 West Fallbrook Street",Fallbrook,CA,92028
8716,4808 Davis Boulevard,North Richland Hills,TX,76180
8717,3300 Voight Boulevard,San Angelo,TX,76905
8718,2445 East Baseline Road,Phoenix,AZ,85042
8719,4885 Riverside Drive,Macon,GA,31210
8720,8250 Foothill Blvd.,Sunland,CA,91040
8721,1633 Route 27,Franklin,NJ,08873
8722,7957 Church Avenue,Highland,CA,92346
8723,6900-7100 Santa Fe Avenue,Huntington Park,CA,90025
8724,3839 Gannon Lane,Dallas,TX,75237
8725,665 Thwaites Place,Bronx,NY,10604
8726,22290 Exploration Drive,Lexington Park,MD,20653
8727,880 Seven Hills Drive,Henderson,NV,89052
8728,11038-11051 Arminta Street,Sun Valley,CA,91352
8729,1916 Coliseum Drive,Hampton,VA,23666
8730,9089 Fair Oaks Parkway,Fair Oaks,TX,78015
8731,1177 Camelback Street,Newport Beach,CA,92660
8732,3050 NW Stucki PIace,Hillsboro,OR,97124
8733,6442 North 76th Street,Milwaukee,WI,53223
8734,2401 East Katella Avenue,Anaheim,CA,92806
8735,4500 - 4650 South Damen Avenue,Chicago,IL,60609
8736,15557-15609 West Bell Road,Surprise,AZ,85374
8737,141-145 South Street,West Hartford,CT,06110
8738,3144 Chateau Boulevard,East Point,GA,30344
8739,1008 Ranch Road 620 South,Lakeway,TX,78734
8740,5500 Carlisle Pike,Mechanicsburg,PA,17050
8741,1777 West Hi-Point Drive,Center Township,IN,46350
8742,28500 Overseas Highway,Little Torch Key,FL,33042
8743,10321-10950 72nd Street,Pinellas Park,FL,33777
8744,1263-1380 Eldorado Street,Boise,ID,83704
8745,121 West Esplanade Avenue,Kenner,LA,70065
8746,2400 Vanderbilt Beach Road,Naples,FL,34109
8747,5250 Beechmont Avenue,Cincinnati,OH,45230
8748,120 East Kensinger Drive,Cranberry Township,PA,16046
8749,2950 Colorful Avenue,Longmont,CO,80503
8750,105 Heritage Riverwood Drive,Central,SC,29630
8751,"225, 227, and 233 Oak Grove St.",Minneapolis,MN,55403
8752,45 Kew Gardens Road,Kew Gardens,NY,11415
8753,12323 120th Place NE,Kirkland,WA,98034
8754,13063 County Line Road,Spring Hill,FL,34609
8755,17370-17390 North Laurel Park Drive,Livonia,MI,48152
8756,6300 - 6350 North Powerline Road,Ft. Lauderdale,FL,33309
8757,522 West 38th Street,New York,NY,10018
8758,"3449, 3291-3311, 3223-3243 Lincoln Highway",Thorndale,PA,19372
8759,5160 Ashley Phosphate Road,North Charleston,SC,29406
8760,14379-14425 Pearl Road,Strongsville,OH,44136
8761,1968 Veteran's Highway,Islandia,NY,11749
8762,1500 Miracle Strip Parkway,Fort Walton Beach,FL,32458
8763,1731-1759 Bowling Avenue,Taylorsville,UT,84119
8764,23 Route 31 North; 2 Tree Farm Road,Pennington,NJ,08534
8765,301 West Lombard Street,Baltimore,MD,21201
8766,8610 Firestone Boulevard,Downey,CA,90241
8767,1401 Walnut Street,Philadelphia,PA,19102
8768,379 Main Street,Waterville,ME,04901
8769,4520 Shelbyville Road,Louisville,KY,40207
8770,"2350, 2500 & 2600 Green Road",Ann Arbor,MI,48105
8771,9645 Meadowlark Court,Freeland,MI,48623
8772,14-59 Beach Channel Drive,Far Rockaway,NY,11691
8773,2112 & 2300-2304 Riverside Drive,Richmond,VA,23225
8774,"781 & 793 Palmer Road, 809 a/k/a 811 Palmer Road",Yonkers,NY,10708
8775,7815 Coley Davis Road,Nashville,TN,37221
8776,"417 Village Drive, 419 Village Drive, 3 Alexandra Court",Carlisle,PA,17015
8777,1438 Camino del Mar,Del Mar,CA,92014
8778,30 East Simpson Street,Mechanicsburg,PA,17055
8779,471-475 Eccles Avenue,South San Francisco,CA,94080
8780,3470 & 3480 Volunteer Boulevard,Henderson,NV,89044
8781,27181 Euclid Avenue,Euclid,OH,44132
8782,3011-3099 William Penn Highway,Easton,PA,18045
8783,4630 Forge Road,Colorado Springs,CO,80907
8784,1421 North University Avenue,Little Rock,AR,72207
8785,555 Shore Road,Somers Point,NJ,08244
8786,10540-10626 York Road,Cockeysville,MD,21030
8787,15-45 Elam Street,New Britain,CT,06053
8788,508 East Main Street,Clute,TX,77531
8789,833 Phillips Road,Victor,NY,14564
8790,255 Primera Boulevard,Lake Mary,FL,32746
8791,10201 Harwin Drive,Houston,TX,77036
8792,14018 Brookgreen Drive,Dallas,TX,75240
8793,239 and 241 Marich Lane,Boone,NC,28607
8794,36-38 State Street,Portland,ME,04101
8795,1940-50 W. Indian School Rd.,Phoenix,AZ,85015
8796,1145 & 1171 South Victoria Avenue,Ventura,CA,93003
8797,4901 Lonas Road,Knoxville,TN,37909
8798,505 Black Horse Pike,Pleasantville,NJ,08232
8799,41555 Cook Street,Palm Desert,CA,92211
8800,2000-2300 North Flamingo Rd.,Pembroke Pines,FL,33028
8801,400-530 East Washington Boulevard,Los Angeles,CA,90015
8802,2791 Castle Bluff Court,Kentwood,MI,49512
8803,4300 Green River Road,Corona,CA,92880
8804,333 East Brooks Street,Norman,OK,73069
8805,2100 North Park Road,Connersville,IN,47331
8806,3533 Willow Avenue,White Bear Lake,MN,55110
8807,16201 El Camino Real,Houston,TX,77062
8808,3230 Buford Drive,Buford,GA,30519
8809,"1020, 1030 and 1040 Winding Creek Road",Roseville,CA,95678
8810,498 Mountain Village Road,Macungie,PA,18062
8811,1322 3rd Street Promenade,Santa Monica,CA,90404
8812,8055 North State Road 9,Howe,IN,46746
8813,1336 Hansel Drive,Florence,KY,41042
8814,2016 Riverside Drive,Los Angeles,CA,90039
8815,3907 Shore Parkway,Brooklyn,NY,11235
8816,55 Quaker Avenue,Cornwall,NY,12518
8817,123 Jones Street,Hamlet,NC,28345
8818,1111 N.Ponce De Leon Blvd.,St. Augustine,FL,32084
8819,18603 Kuykendahl Road,Spring,TX,77379
8820,6214 US Highway 98N,Lakeland,FL,33809
8821,1728 and 1762 South Greenfield Road,Mesa,AZ,85026
8822,1895 Sidewinder Drive,Park City,UT,84060
8823,226 Doctor Claassen Way,Woodland,CA,95776
8824,17651 N. Biscayne Blvd.,Aventura,FL,33160
8825,52 West Birdie Lane,Magnolia,DE,19962
8826,9777 West Gulf Bank Road,Houston,TX,77040
8827,5103 Plaza Drive,Hopewell,VA,23860
8828,4700 Millhaven Road,Monroe,LA,71203
8829,174 McHenry Road,Buffalo Grove,IL,60089
8830,23832 Rockfield Blvd.,Lake Forest,CA,92630
8831,9300 Glen Ellyn Lane,Boise,ID,83704
8832,216 16th Street,Denver,CO,80202
8833,54 Quay Court,Sacramento,CA,95831
8834,6250 NW 23rd Street,Gainesville,FL,32653
8835,1351 East Pepper Drive,El Cajon,CA,92021
8836,1155 Ocean Avenue,Brooklyn,NY,11230
8837,3661 North Decatur Road,Decatur,GA,30032
8838,525 Seventh Avenue,New York,NY,10018
8839,285 West California Avenue,Pasadena,CA,91105
8840,5501-5525 South Santa Fe Avenue,Vernon,CA,90058
8841,9059-9061 Sutphin Boulevard,Jamaica,NY,11435
8842,17937-17947 Interstate Highway 45,Shenandoah,TX,77385
8843,96 Cross Street,Naugatuck,CT,06770
8844,4910 Dyer Boulevard,West Palm Beach,FL,33407
8845,3880 Lake Arrowhead Avenue,Fremont,CA,94555
8846,3404 - 3500 Main Street,Merrill,WI,54452
8847,5057 West 4th Street,Hattiesburg,MS,39402
8848,3045 North Fifth Street Highway,Muhlenberg,PA,19605
8849,220-380 Strawberry Meadows / 709 E Meadow,Springdale,AR,72764
8850,5610-5700 Scoville Street,Baileys Crossroads,VA,22041
8851,1101 Southwest Parkway,College Station,TX,77840
8852,3545 Cray Court,La Jolla,CA,92121
8853,15126-15132 Roscoe Boulevard,Van Nuys,CA,91402
8854,"328, 330, 332 and 334 West 17th Street",New York,NY,10011
8855,9855 Regency Square Blvd,Jacksonville,FL,32225
8856,701-731 Airport Drive,Bakersfield,CA,93308
8857,456 East Mission Road,San Marcos,CA,92079
8858,220 and 420 Martin Luther King Jr. Parkway South,Phenix City,AL,36869
8859,212 West 7th Street,Richmond,VA,23224
8860,841 South Serrano Avenue,Los Angeles,CA,90005
8861,6555 Sierra Drive,Irving,TX,75039
8862,160-170 Concord Street,Nashua,NH,03064
8863,9720 West Dodge Road,Omaha,NE,68114
8864,2050 West Peterson Avenue,Chicago,IL,60659
8865,653 Monument Road,Jacksonville,FL,32225
8866,1223-1231 North Road,Niles,OH,44446
8867,9860-9972 Liberia Avenue and 10055-10017 Wellington Road,Manassas,VA,20110
8868,1624-1650 East State Road 44,Shelbyville,IN,46176
8869,2022 Powers Ferry Road,Atlanta,GA,30339
8870,"2301, 2319-2325 & 2341 East Colfax Avenue",Denver,CO,80206
8871,228 East 116th Street,New York,NY,10029
8872,5610 - 5620 Welland Ave and 5633 Santa Anita Ave,Temple City,CA,91780
8873,14655 & 14725 SW 72nd Avenue,Tigard,OR,97224
8874,37600 Filbert Street,Newark,CA,94560
8875,1830 Scenic Highway,Snellville,GA,30078
8876,1266 East Main Street,Stamford,CT,06902
8877,825 W. Avenue L-12,Lancaster,CA,93534
8878,1111 Lowe-Grout Rd.,Iowa,LA,70647
8879,3200 West Route 70,Cherry Hill,NJ,08002
8880,451-465 Canyon Del Rey Road,Del Rey Oaks,CA,93940
8881,2324 East Old Shakopee Road,Bloomington,MN,55420
8882,241 Lovers Lane,Charlestown,NH,03603
8883,8435 Stemmons Freeway,Dallas,TX,75247
8884,26 River Street,Cortland,NY,13045
8885,927 Battlefield Boulevard North,Chesapeake,VA,23320
8886,2261 Edgewood Avenue,Jacksonville,FL,32254
8887,445 East Lake Street,Wayzata,MN,55391
8888,200 Campus Drive,Somerset,NJ,08873
8889,Wilmot Road,Scarsdale & New Rochelle,NY,10583
8890,10105 Kempwood Drive,Houston,TX,77080
8891,2200 Tracery Oaks Drive,Lexington,KY,40513
8892,7733 First Ave North,Birmingham,AL,35206
8893,201 FM 1821,Mineral Wells,TX,76067
8894,7795 Neptune Drive,Huntington Beach,CA,92648
8895,2330 East 3300 South and 3305 South 2300 East,Millcreek,UT,84109
8896,2535 Battlefield Parkway,Fort Oglethorpe,GA,30742
8897,77 West Street,Annapolis,MD,21401
8898,2381 Philmont Avenue,Huntingdon Valley,PA,19006
8899,6800 Pittsford-Palmyra Road,Perinton,NY,14450
8900,5281 East Forest Edge Drive,Columbus,OH,43230
8901,1040 Sherman Street,San Diego,CA,92110
8902,75 Ontario Street,Norwalk,OH,44857
8903,"908-916 Eastern Avenue, NE",Washington,DC,20019
8904,5221 West University Blvd.,Jacksonville,FL,32216
8905,219-229 S. 18th Street,Philadelphia,PA,19103
8906,NE Corner of Gilead Road and Statesville Rd.,Huntersville,NC,28078
8907,241 Southwest Cutoff,Northborough,MA,01532
